account_id,frequency,loan_amount,loan_date,loan_duration,loan_pmt,status,card_type,disp_type,num_tsns,last_tsn_date,num_cc_withdraw,num_credit_in_cash,num_collect_from_diff_bank,num_cash_withdraw,num_remit_to_diff_bank,avg_cc_withdraw,avg_credit_in_cash,avg_collect_from_diff_bank,avg_cash_withdraw,avg_remit_to_diff_bank
2361,POPLATEK MESICNE,156672,1995-04-01,36,4352.0,A,None,OWNER,367,1998-12-31,0.0,101.0,0.0,119.0,89.0,0.0,1632.861,0.0,511.812,1093.0817
2413,POPLATEK MESICNE,17952,1998-10-06,12,1496.0,C,None,OWNER,76,1998-12-31,0.0,18.0,0.0,31.0,13.0,0.0,3315.4868,0.0,1851.5132,907.4737
2419,POPLATEK MESICNE,95808,1995-01-30,12,7984.0,A,None,OWNER,420,1998-12-31,0.0,121.0,0.0,226.0,12.0,0.0,7231.0619,0.0,6851.5262,228.1143
2445,POPLATEK MESICNE,293160,1997-12-26,60,4886.0,C,None,OWNER,189,1998-12-31,0.0,55.0,0.0,93.0,12.0,0.0,7014.619,0.0,6359.2646,310.2222
2456,POPLATEK MESICNE,200976,1996-04-15,48,4187.0,C,None,OWNER,265,1998-12-31,0.0,18.0,40.0,100.0,67.0,0.0,286.0377,4124.1283,2505.6151,1767.4491
2486,POPLATEK MESICNE,24516,1994-01-10,12,2043.0,A,None,OWNER,534,1998-12-31,0.0,128.0,0.0,324.0,12.0,0.0,6514.6236,0.0,6353.7022,45.9101
2496,POPLATEK MESICNE,165120,1996-01-12,60,2752.0,C,None,OWNER,634,1998-12-31,0.0,148.0,0.0,202.0,174.0,0.0,1604.3691,0.0,438.7066,1114.0505
2516,POPLATEK MESICNE,466608,1997-06-13,48,9721.0,C,None,OWNER,212,1998-12-31,0.0,47.0,0.0,110.0,18.0,0.0,3329.0755,0.0,2312.3585,825.3679
2545,POPLATEK MESICNE,428784,1998-02-13,48,8933.0,C,None,OWNER,384,1998-12-31,0.0,88.0,0.0,100.0,146.0,0.0,1864.3229,0.0,864.4792,905.0573
2572,POPLATEK PO OBRATU,360000,1996-06-13,48,7500.0,C,None,OWNER,375,1998-12-31,0.0,5.0,49.0,193.0,30.0,0.0,94.1333,6964.832,6275.2827,600.0
2580,POPLATEK MESICNE,89340,1996-08-02,60,1489.0,C,None,OWNER,498,1998-12-31,0.0,108.0,0.0,188.0,126.0,0.0,2159.4096,0.0,1071.2249,858.3333
2622,POPLATEK MESICNE,136344,1998-05-21,24,5681.0,C,None,OWNER,358,1998-12-31,0.0,100.0,0.0,140.0,62.0,0.0,2471.1341,0.0,1154.6648,1169.6927
2694,POPLATEK MESICNE,91632,1994-03-08,12,7636.0,A,None,OWNER,946,1998-12-31,0.0,176.0,0.0,474.0,156.0,0.0,2961.2389,0.0,2129.334,686.5624
2699,POPLATEK MESICNE,231168,1998-08-30,48,4816.0,C,junior,OWNER,180,1998-12-31,4.0,1.0,24.0,85.0,42.0,50.5556,1.6667,6485.4,5603.1722,571.9944
2705,POPLATEK PO OBRATU,93888,1993-12-08,36,2608.0,A,None,OWNER,440,1998-12-31,0.0,48.0,66.0,163.0,97.0,0.0,613.8636,2542.975,1334.9045,1699.9795
2720,POPLATEK TYDNE,93888,1998-04-27,36,2608.0,C,None,OWNER,334,1998-12-31,0.0,88.0,0.0,124.0,84.0,0.0,6410.0659,0.0,4746.2036,1237.0599
2725,POPLATEK MESICNE,69624,1998-11-08,36,1934.0,C,classic,OWNER,160,1998-12-31,7.0,24.0,0.0,56.0,52.0,106.25,2964.0625,0.0,1982.625,416.9688
2728,POPLATEK TYDNE,156420,1998-06-15,60,2607.0,C,None,OWNER,107,1998-12-31,0.0,24.0,0.0,46.0,19.0,0.0,5132.8972,0.0,3164.6916,1509.6075
2753,POPLATEK MESICNE,66432,1997-09-30,24,2768.0,C,None,OWNER,426,1998-12-31,0.0,4.0,68.0,196.0,90.0,0.0,10.7981,3825.2582,2542.1878,1162.3944
2754,POPLATEK TYDNE,335280,1997-05-04,48,6985.0,C,None,OWNER,239,1998-12-31,0.0,1.0,35.0,88.0,80.0,0.0,2.0921,6663.8326,5399.1925,974.6444
2762,POPLATEK MESICNE,111384,1994-07-05,24,4641.0,A,None,OWNER,634,1998-12-31,0.0,148.0,0.0,256.0,160.0,0.0,5849.8927,0.0,4802.7397,993.5079
2824,POPLATEK MESICNE,50460,1994-07-16,60,841.0,C,gold,OWNER,413,1998-12-31,5.0,73.0,0.0,162.0,111.0,42.1308,2561.6053,0.0,1184.0557,1131.5617
2872,POPLATEK MESICNE,268320,1997-05-19,60,4472.0,C,None,OWNER,173,1998-12-31,0.0,32.0,0.0,46.0,67.0,0.0,2204.3179,0.0,502.8035,1614.7052
2910,POPLATEK MESICNE,437460,1998-08-29,60,7291.0,C,classic,OWNER,85,1998-12-31,2.0,1.0,14.0,32.0,22.0,56.4706,10.5882,7977.5765,5593.2353,1871.4118
2912,POPLATEK MESICNE,380160,1996-02-29,60,6336.0,C,classic,OWNER,369,1998-12-31,4.0,106.0,0.0,175.0,34.0,29.8103,7646.4309,0.0,6908.9106,583.8049
2933,POPLATEK MESICNE,272520,1994-05-17,60,4542.0,C,None,OWNER,946,1998-12-31,0.0,220.0,0.0,352.0,240.0,0.0,5311.8266,0.0,3932.7442,1339.8837
2936,POPLATEK MESICNE,504000,1998-01-20,60,8400.0,C,None,OWNER,199,1998-12-31,0.0,62.0,0.0,64.0,40.0,0.0,2256.5477,0.0,963.1156,1083.2312
2962,POPLATEK MESICNE,31248,1994-12-21,12,2604.0,A,None,OWNER,422,1998-12-05,0.0,98.0,0.0,246.0,12.0,0.0,5746.0118,0.0,5629.2299,74.0758
2982,POPLATEK MESICNE,41256,1998-04-17,12,3438.0,C,gold,OWNER,606,1998-12-31,22.0,10.0,62.0,220.0,230.0,189.4389,66.6667,5470.5215,4293.967,853.1122
2986,POPLATEK MESICNE,24792,1997-12-06,24,1033.0,C,classic,OWNER,234,1998-12-31,11.0,33.0,0.0,89.0,69.0,65.3846,3506.4872,0.0,2486.9444,618.7051
2988,POPLATEK PO OBRATU,88608,1998-07-08,12,7384.0,C,None,OWNER,336,1998-12-31,0.0,100.0,0.0,172.0,10.0,0.0,6420.6607,0.0,5933.5357,219.7619
2994,POPLATEK MESICNE,48744,1996-09-14,36,1354.0,C,classic,OWNER,212,1998-12-31,12.0,35.0,0.0,78.0,55.0,107.0755,3193.0094,0.0,2337.4764,597.3302
3005,POPLATEK PO OBRATU,390000,1998-06-05,48,8125.0,C,None,OWNER,101,1998-12-31,0.0,33.0,0.0,29.0,27.0,0.0,5738.4158,0.0,3325.505,2006.5842
3021,POPLATEK MESICNE,155616,1996-12-04,48,3242.0,C,None,OWNER,177,1998-12-31,0.0,3.0,32.0,85.0,25.0,0.0,50.2825,3846.226,3346.6441,457.9096
3037,POPLATEK MESICNE,277884,1996-04-18,36,7719.0,D,None,OWNER,269,1998-11-30,0.0,52.0,0.0,150.0,16.0,0.0,4309.3346,0.0,3848.6394,459.1227
3050,POPLATEK MESICNE,82896,1994-09-02,12,6908.0,A,classic,OWNER,1218,1998-12-31,44.0,16.0,134.0,488.0,402.0,92.775,45.3202,4967.9655,3694.7997,1157.7734
3064,POPLATEK MESICNE,15420,1995-03-21,12,1285.0,A,None,OWNER,512,1998-12-31,0.0,99.0,0.0,210.0,136.0,0.0,1506.1367,0.0,638.4961,777.1445
3084,POPLATEK TYDNE,253512,1996-08-28,36,7042.0,D,None,OWNER,200,1998-12-31,0.0,44.0,0.0,97.0,24.0,0.0,4261.285,0.0,3089.485,845.04
3112,POPLATEK MESICNE,123216,1996-02-24,48,2567.0,C,junior,OWNER,878,1998-12-31,22.0,182.0,0.0,320.0,248.0,75.1708,5548.9203,0.0,4818.0387,511.6583
3115,POPLATEK MESICNE,321180,1996-11-15,60,5353.0,C,None,OWNER,412,1998-12-31,0.0,10.0,66.0,162.0,108.0,0.0,17.4757,5613.2039,2822.7184,2722.2913
3137,POPLATEK MESICNE,253560,1998-09-21,60,4226.0,C,None,OWNER,126,1998-12-31,0.0,2.0,24.0,73.0,3.0,0.0,23.8095,5232.7937,4781.7619,100.6429
3143,POPLATEK MESICNE,130896,1998-05-15,24,5454.0,C,None,OWNER,322,1998-12-31,0.0,98.0,0.0,116.0,56.0,0.0,1936.5963,0.0,816.7391,820.6957
3161,POPLATEK MESICNE,30012,1998-06-16,12,2501.0,C,None,OWNER,143,1998-12-31,0.0,35.0,0.0,74.0,6.0,0.0,5515.8601,0.0,5192.6294,104.9371
3166,POPLATEK MESICNE,177744,1995-01-03,48,3703.0,D,classic,OWNER,427,1998-12-31,18.0,97.0,0.0,204.0,45.0,107.26,4910.1429,0.0,4289.1452,390.2459
3189,POPLATEK MESICNE,222180,1996-12-15,60,3703.0,D,None,OWNER,196,1998-12-31,0.0,42.0,0.0,97.0,20.0,0.0,3719.9847,0.0,3282.6378,377.8571
3229,POPLATEK MESICNE,39024,1997-05-01,12,3252.0,A,classic,OWNER,277,1998-12-31,2.0,53.0,0.0,103.0,82.0,11.1913,4442.7256,0.0,2592.4404,1813.6787
3230,POPLATEK MESICNE,77184,1996-10-04,36,2144.0,C,None,OWNER,264,1998-12-31,0.0,61.0,0.0,133.0,27.0,0.0,6066.2689,0.0,5472.178,219.2727
3249,POPLATEK MESICNE,68124,1997-08-27,12,5677.0,A,None,OWNER,162,1998-12-31,0.0,29.0,0.0,73.0,34.0,0.0,3703.5,0.0,1838.2407,1533.6914
3273,POPLATEK MESICNE,94512,1997-09-21,12,7876.0,B,None,OWNER,260,1998-12-31,0.0,2.0,36.0,141.0,9.0,0.0,17.6923,7464.1615,7268.9962,272.6308
3293,POPLATEK MESICNE,276084,1998-11-27,36,7669.0,C,classic,OWNER,155,1998-12-31,2.0,2.0,17.0,65.0,52.0,42.5806,25.1613,5491.7548,4711.7806,370.5742
3329,POPLATEK MESICNE,19248,1997-12-08,12,1604.0,A,None,OWNER,328,1998-12-31,0.0,64.0,0.0,144.0,68.0,0.0,3369.3841,0.0,1807.1646,1358.0854
3353,POPLATEK MESICNE,146064,1997-02-09,24,6086.0,C,None,OWNER,230,1998-12-31,0.0,45.0,0.0,66.0,91.0,0.0,4361.5696,0.0,2513.5,1690.9391
3354,POPLATEK MESICNE,4980,1994-07-05,12,415.0,A,None,OWNER,533,1998-12-31,0.0,75.0,0.0,213.0,183.0,0.0,1379.6623,0.0,821.4916,513.3152
3390,POPLATEK TYDNE,40632,1998-03-11,12,3386.0,C,None,OWNER,212,1998-12-31,0.0,2.0,24.0,72.0,90.0,0.0,15.0943,2491.2264,1793.717,491.6981
3403,POPLATEK MESICNE,71820,1998-06-27,36,1995.0,C,None,OWNER,127,1998-12-31,0.0,34.0,0.0,68.0,6.0,0.0,5918.3071,0.0,5006.6063,94.252
3418,POPLATEK PO OBRATU,207264,1997-06-10,48,4318.0,C,None,OWNER,372,1998-12-31,0.0,92.0,0.0,190.0,38.0,0.0,6070.2419,0.0,5508.6183,441.086
3448,POPLATEK TYDNE,68664,1997-10-20,24,2861.0,C,None,OWNER,290,1998-12-31,0.0,56.0,0.0,144.0,28.0,0.0,4561.3586,0.0,4155.2552,276.2345
3455,POPLATEK MESICNE,67464,1997-03-07,12,5622.0,A,None,OWNER,190,1998-12-31,0.0,2.0,33.0,110.0,12.0,0.0,5.2632,6391.8789,5551.9737,355.1368
3460,POPLATEK MESICNE,140688,1998-05-29,48,2931.0,C,None,OWNER,228,1998-12-12,0.0,54.0,0.0,122.0,14.0,0.0,4558.6667,0.0,4320.7982,179.9737
3489,POPLATEK MESICNE,44088,1995-08-01,24,1837.0,A,None,OWNER,300,1998-12-31,0.0,51.0,0.0,133.0,68.0,0.0,2826.8667,0.0,2058.4833,641.6667
3556,POPLATEK MESICNE,174840,1998-09-22,60,2914.0,C,None,OWNER,113,1998-12-31,0.0,6.0,16.0,48.0,27.0,0.0,167.2566,2707.531,2062.0088,632.1239
3562,POPLATEK MESICNE,174960,1998-05-24,24,7290.0,C,None,OWNER,200,1998-12-31,0.0,53.0,0.0,111.0,7.0,0.0,6441.525,0.0,5954.37,255.185
3608,POPLATEK TYDNE,161496,1996-05-24,36,4486.0,C,None,OWNER,352,1998-12-31,0.0,73.0,0.0,146.0,81.0,0.0,3729.3324,0.0,2804.679,838.8239
3629,POPLATEK MESICNE,158760,1995-05-30,60,2646.0,C,None,OWNER,530,1998-12-31,0.0,23.0,65.0,154.0,223.0,0.0,74.5283,2111.4189,687.1585,1460.4113
3637,POPLATEK MESICNE,14028,1997-09-01,12,1169.0,A,None,OWNER,280,1998-12-31,0.0,42.0,0.0,120.0,80.0,0.0,2401.0857,0.0,1496.3393,668.9
3664,POPLATEK MESICNE,271584,1997-09-20,48,5658.0,C,classic,OWNER,198,1998-12-31,3.0,48.0,0.0,100.0,15.0,41.9192,6348.4697,0.0,5550.9596,428.6364
3674,POPLATEK MESICNE,23628,1994-09-10,12,1969.0,A,None,OWNER,570,1998-12-31,0.0,146.0,0.0,278.0,76.0,0.0,6135.2526,0.0,4903.1123,1108.4561
3678,POPLATEK MESICNE,316140,1995-02-05,60,5269.0,D,None,OWNER,414,1998-12-31,0.0,103.0,0.0,215.0,41.0,0.0,1919.5193,0.0,1418.4444,521.8092
3679,POPLATEK MESICNE,444864,1996-07-23,48,9268.0,C,None,OWNER,598,1998-12-31,0.0,140.0,0.0,180.0,198.0,0.0,2831.0602,0.0,749.0468,1954.4047
3711,POPLATEK MESICNE,460980,1997-11-05,60,7683.0,D,None,OWNER,101,1998-12-31,0.0,18.0,0.0,58.0,9.0,0.0,3775.8317,0.0,3129.495,684.6238
3747,POPLATEK MESICNE,76380,1995-01-02,12,6365.0,A,None,OWNER,421,1998-12-31,0.0,86.0,0.0,111.0,168.0,0.0,1533.7625,0.0,614.7387,887.4394
3752,POPLATEK MESICNE,18564,1995-04-02,12,1547.0,A,None,OWNER,320,1998-12-31,0.0,51.0,0.0,163.0,57.0,0.0,2859.05,0.0,2101.8125,510.5438
3754,POPLATEK TYDNE,68544,1996-11-03,24,2856.0,A,None,OWNER,624,1998-12-31,0.0,8.0,68.0,194.0,286.0,0.0,22.1154,3505.641,2422.4519,877.4295
3804,POPLATEK MESICNE,63252,1996-02-08,12,5271.0,A,None,OWNER,450,1998-12-31,0.0,5.0,57.0,213.0,118.0,0.0,19.7778,4357.0844,3570.1911,741.3444
3834,POPLATEK MESICNE,23052,1994-09-28,12,1921.0,A,None,OWNER,1330,1998-12-31,0.0,174.0,0.0,460.0,554.0,0.0,1678.7504,0.0,919.9248,723.8406
3859,POPLATEK MESICNE,307200,1997-05-02,60,5120.0,D,None,OWNER,173,1998-12-31,0.0,37.0,0.0,94.0,10.0,0.0,5234.8555,0.0,4840.8382,295.9538
3862,POPLATEK MESICNE,74916,1998-09-18,36,2081.0,C,None,OWNER,206,1998-12-31,0.0,50.0,0.0,89.0,43.0,0.0,6417.5194,0.0,5038.665,1130.5
3875,POPLATEK MESICNE,153936,1998-02-10,24,6414.0,C,None,OWNER,73,1998-12-31,0.0,1.0,14.0,34.0,10.0,0.0,15.0685,8170.8356,6553.4932,878.6301
3906,POPLATEK MESICNE,334620,1998-03-08,60,5577.0,C,None,OWNER,188,1998-12-31,0.0,4.0,36.0,92.0,20.0,0.0,104.2553,6942.0,5518.9255,593.2979
3907,POPLATEK MESICNE,133848,1998-03-16,24,5577.0,C,None,OWNER,173,1998-12-31,0.0,40.0,0.0,92.0,9.0,0.0,5488.711,0.0,4964.6185,290.1329
3916,POPLATEK MESICNE,96984,1998-07-12,36,2694.0,C,None,OWNER,94,1998-12-31,0.0,3.0,15.0,22.0,39.0,0.0,78.7234,2836.9468,893.0851,1874.383
3942,POPLATEK TYDNE,107352,1997-10-14,36,2982.0,C,None,OWNER,199,1998-12-31,0.0,54.0,0.0,78.0,35.0,0.0,6244.0553,0.0,4373.804,1626.8844
3953,POPLATEK MESICNE,63576,1998-01-04,12,5298.0,C,None,OWNER,127,1998-12-31,0.0,4.0,18.0,60.0,9.0,0.0,314.1732,4880.5276,4330.6614,375.4488
3967,POPLATEK MESICNE,84600,1997-03-29,36,2350.0,D,None,OWNER,189,1998-12-31,0.0,56.0,0.0,86.0,20.0,0.0,6536.4921,0.0,5864.1058,248.6772
4033,POPLATEK MESICNE,84288,1997-03-20,48,1756.0,C,None,OWNER,167,1998-12-31,0.0,29.0,0.0,51.0,62.0,0.0,2037.3653,0.0,1074.9701,752.8383
4052,POPLATEK TYDNE,106128,1997-12-28,36,2948.0,C,None,OWNER,137,1998-12-31,0.0,9.0,23.0,70.0,12.0,0.0,379.562,3463.7007,3343.1022,258.219
4079,POPLATEK MESICNE,158976,1995-04-05,48,3312.0,C,None,OWNER,584,1998-12-31,0.0,120.0,0.0,181.0,222.0,0.0,4236.9555,0.0,3391.2277,815.7055
4081,POPLATEK MESICNE,137904,1995-11-28,24,5746.0,B,None,OWNER,215,1998-12-31,0.0,46.0,0.0,111.0,17.0,0.0,2513.8186,0.0,2036.5116,454.3349
4099,POPLATEK MESICNE,41856,1997-07-31,48,872.0,C,classic,OWNER,255,1998-12-31,2.0,32.0,0.0,92.0,98.0,10.5882,2422.3373,0.0,1785.8431,442.1686
4116,POPLATEK MESICNE,151200,1998-06-03,36,4200.0,C,None,OWNER,94,1998-12-31,0.0,27.0,0.0,36.0,16.0,0.0,7907.266,0.0,5250.383,1696.0851
4127,POPLATEK MESICNE,100800,1997-08-15,24,4200.0,D,None,OWNER,142,1998-12-31,0.0,16.0,0.0,51.0,54.0,0.0,2021.338,0.0,1347.9648,681.0915
4144,POPLATEK MESICNE,212976,1998-06-21,36,5916.0,C,None,OWNER,370,1998-12-31,0.0,96.0,0.0,160.0,60.0,0.0,5530.2486,0.0,4050.4432,1327.3946
4190,POPLATEK MESICNE,405780,1997-08-28,60,6763.0,C,None,OWNER,316,1998-12-31,0.0,67.0,0.0,90.0,120.0,0.0,1782.3259,0.0,808.9557,919.212
4259,POPLATEK MESICNE,79632,1994-08-27,24,3318.0,A,None,OWNER,458,1998-12-31,0.0,1.0,57.0,214.0,129.0,0.0,1.9651,5971.2227,4341.655,1531.0917
4260,POPLATEK MESICNE,244560,1994-06-29,60,4076.0,C,None,OWNER,365,1998-12-31,0.0,3.0,62.0,126.0,112.0,0.0,8.4932,4522.1452,1896.2466,2510.8274
4268,POPLATEK MESICNE,41988,1998-11-04,12,3499.0,C,None,OWNER,282,1998-12-31,0.0,78.0,0.0,122.0,38.0,0.0,2424.5248,0.0,1159.6809,850.922
4293,POPLATEK PO OBRATU,164196,1997-05-22,36,4561.0,C,None,OWNER,208,1998-12-31,0.0,61.0,0.0,79.0,41.0,0.0,6585.7404,0.0,5442.8942,924.0048
4320,POPLATEK MESICNE,51360,1997-08-09,12,4280.0,B,None,OWNER,196,1998-12-31,0.0,54.0,0.0,101.0,11.0,0.0,7419.051,0.0,6998.852,240.2041
4337,POPLATEK MESICNE,51408,1994-12-08,24,2142.0,A,classic,OWNER,407,1998-12-31,1.0,104.0,0.0,217.0,24.0,9.0909,6263.8182,0.0,6034.1843,126.3096
4342,POPLATEK MESICNE,100128,1997-12-09,24,4172.0,C,classic,OWNER,245,1998-12-31,1.0,60.0,0.0,110.0,42.0,2.449,5302.5837,0.0,4134.6653,947.5551
4354,POPLATEK MESICNE,327660,1998-10-30,60,5461.0,C,classic,OWNER,143,1998-12-31,0.0,33.0,0.0,66.0,21.0,0.0,5861.5594,0.0,3746.4406,1771.2308
4361,POPLATEK MESICNE,90156,1997-03-29,12,7513.0,A,gold,OWNER,416,1998-12-31,12.0,12.0,68.0,232.0,24.0,132.2115,180.7692,8018.3269,7193.5048,433.4423
4413,POPLATEK TYDNE,221280,1995-02-08,48,4610.0,C,None,OWNER,774,1998-12-31,0.0,2.0,118.0,334.0,202.0,0.0,2.8424,5532.1137,3849.1602,1648.522
4414,POPLATEK MESICNE,97224,1995-02-23,24,4051.0,A,None,OWNER,956,1998-12-31,0.0,216.0,0.0,330.0,284.0,0.0,1892.0565,0.0,748.0962,1095.1862
4415,POPLATEK MESICNE,74040,1997-04-01,12,6170.0,A,None,OWNER,397,1998-12-31,0.0,49.0,0.0,142.0,164.0,0.0,2820.7607,0.0,1725.2267,998.4736
4423,POPLATEK MESICNE,73836,1995-10-31,36,2051.0,A,classic,OWNER,335,1998-12-31,2.0,68.0,0.0,109.0,112.0,13.4328,4129.0687,0.0,3111.7284,820.6925
4427,POPLATEK MESICNE,87816,1994-09-26,12,7318.0,A,None,OWNER,744,1998-12-31,0.0,200.0,0.0,264.0,148.0,0.0,2180.8226,0.0,1084.8253,1070.2312
4447,POPLATEK MESICNE,192744,1996-10-31,36,5354.0,C,None,OWNER,374,1998-12-31,0.0,78.0,0.0,182.0,52.0,0.0,5379.3957,0.0,4293.6845,744.4064
4448,POPLATEK MESICNE,192744,1994-10-03,36,5354.0,A,classic,OWNER,862,1998-12-31,12.0,222.0,0.0,426.0,72.0,28.0742,5490.8353,0.0,4875.7912,447.2019
4456,POPLATEK MESICNE,321240,1998-02-09,60,5354.0,C,classic,OWNER,192,1998-12-31,1.0,49.0,0.0,103.0,11.0,17.1875,5853.099,0.0,5278.5208,306.7396
4462,POPLATEK TYDNE,66480,1996-05-14,24,2770.0,B,None,OWNER,199,1998-12-31,0.0,49.0,0.0,99.0,16.0,0.0,4916.5176,0.0,4593.9899,222.7136
4467,POPLATEK TYDNE,86184,1998-08-03,36,2394.0,C,None,OWNER,113,1998-12-31,0.0,2.0,21.0,48.0,21.0,0.0,55.7522,2924.2389,1976.4071,751.0708
4473,POPLATEK MESICNE,93960,1997-01-03,60,1566.0,C,None,OWNER,283,1998-12-31,0.0,40.0,0.0,114.0,91.0,0.0,3586.364,0.0,2202.7385,1200.9117
4476,POPLATEK MESICNE,15192,1996-09-25,24,633.0,A,None,OWNER,406,1998-12-31,0.0,54.0,0.0,144.0,159.0,0.0,1913.5394,0.0,1028.6207,836.5567
4503,POPLATEK MESICNE,135360,1996-01-01,48,2820.0,C,junior,OWNER,293,1998-12-31,5.0,73.0,0.0,132.0,36.0,49.1468,6735.4949,0.0,6119.6724,346.4846
4533,POPLATEK MESICNE,81144,1998-05-05,36,2254.0,C,classic,OWNER,119,1998-12-31,1.0,37.0,0.0,47.0,19.0,20.1681,7989.5966,0.0,6137.4454,1120.1765
4550,POPLATEK MESICNE,61320,1998-01-03,60,1022.0,C,None,OWNER,176,1998-12-31,0.0,28.0,0.0,56.0,69.0,0.0,1279.8295,0.0,728.9205,409.0909
4576,POPLATEK MESICNE,300204,1994-06-04,36,8339.0,A,None,OWNER,415,1998-12-31,0.0,74.0,0.0,238.0,36.0,0.0,3358.6265,0.0,2528.7952,723.3831
4580,POPLATEK MESICNE,20220,1995-08-05,12,1685.0,A,classic,OWNER,366,1998-12-31,4.0,90.0,0.0,164.0,58.0,31.9672,5401.1557,0.0,4127.0464,1151.5792
4585,POPLATEK MESICNE,64656,1996-10-10,48,1347.0,C,classic,OWNER,388,1998-12-31,4.0,68.0,0.0,152.0,104.0,29.8969,2353.067,0.0,1354.0979,725.3196
4616,POPLATEK MESICNE,66696,1998-01-12,24,2779.0,C,classic,OWNER,124,1998-12-31,2.0,36.0,0.0,47.0,24.0,36.2903,7237.4435,0.0,5267.1452,1455.3871
4618,POPLATEK MESICNE,66696,1997-03-17,24,2779.0,D,None,OWNER,149,1998-12-31,0.0,28.0,0.0,81.0,15.0,0.0,4646.7718,0.0,4423.0268,279.7651
4626,POPLATEK MESICNE,33348,1997-06-18,12,2779.0,A,None,OWNER,167,1998-12-31,0.0,42.0,0.0,83.0,12.0,0.0,6364.2934,0.0,5838.521,199.6886
4631,POPLATEK PO OBRATU,87528,1997-12-13,24,3647.0,C,classic,OWNER,266,1998-12-31,4.0,8.0,48.0,134.0,24.0,40.6015,127.0677,4277.6842,3498.0977,329.0526
4650,POPLATEK MESICNE,402000,1996-08-25,60,6700.0,C,None,OWNER,269,1998-12-31,0.0,76.0,0.0,60.0,95.0,0.0,1611.2751,0.0,346.0037,1122.803
4660,POPLATEK MESICNE,106944,1997-05-28,24,4456.0,C,None,OWNER,188,1998-12-31,0.0,2.0,24.0,60.0,78.0,0.0,11.7021,4353.617,3430.0691,770.4734
4681,POPLATEK MESICNE,162624,1997-03-15,48,3388.0,C,None,OWNER,294,1998-12-31,0.0,6.0,41.0,112.0,94.0,0.0,56.1224,3076.8571,1543.8197,1426.1224
4715,POPLATEK MESICNE,97176,1997-03-14,24,4049.0,C,classic,OWNER,153,1998-12-31,5.0,1.0,26.0,74.0,21.0,84.3137,2.6144,8542.3464,7723.5686,555.7451
4725,POPLATEK MESICNE,168264,1997-11-04,36,4674.0,C,None,OWNER,111,1998-12-31,0.0,1.0,20.0,40.0,30.0,0.0,6.3063,5558.4865,2748.8739,2529.982
4727,POPLATEK MESICNE,107640,1995-08-11,24,4485.0,A,None,OWNER,353,1998-12-31,0.0,7.0,46.0,146.0,108.0,0.0,120.9632,5062.6062,4050.5694,952.3003
4746,POPLATEK MESICNE,204780,1997-09-07,60,3413.0,C,classic,OWNER,153,1998-12-31,4.0,41.0,0.0,70.0,16.0,68.6275,8004.5229,0.0,7217.098,356.915
4774,POPLATEK MESICNE,465072,1995-07-09,48,9689.0,C,None,OWNER,784,1998-12-31,0.0,138.0,0.0,444.0,84.0,0.0,3880.8367,0.0,2659.9745,1038.1071
4784,POPLATEK MESICNE,219456,1997-11-24,48,4572.0,C,None,OWNER,168,1998-12-31,0.0,2.0,34.0,72.0,26.0,0.0,4.7619,6484.9286,4931.2381,707.5714
4794,POPLATEK MESICNE,465504,1997-12-27,48,9698.0,D,None,OWNER,197,1998-12-31,0.0,32.0,0.0,50.0,91.0,0.0,2252.9949,0.0,944.868,1285.3706
4803,POPLATEK MESICNE,59136,1997-02-25,48,1232.0,C,None,OWNER,175,1998-12-31,0.0,48.0,0.0,74.0,22.0,0.0,1156.8286,0.0,816.5143,154.88
4825,POPLATEK MESICNE,21396,1995-08-18,12,1783.0,A,None,OWNER,602,1998-12-31,0.0,20.0,110.0,338.0,24.0,0.0,124.9169,2132.6744,2136.3787,71.0831
4851,POPLATEK MESICNE,141648,1996-08-22,24,5902.0,A,None,OWNER,464,1998-12-31,0.0,120.0,0.0,172.0,104.0,0.0,6265.7155,0.0,4740.2284,1127.7069
4852,POPLATEK MESICNE,213300,1996-03-04,36,5925.0,C,None,OWNER,275,1998-12-31,0.0,81.0,0.0,77.0,73.0,0.0,1856.5964,0.0,377.3273,1412.4218
4858,POPLATEK MESICNE,335184,1998-07-27,48,6983.0,D,None,OWNER,134,1998-12-31,0.0,1.0,18.0,75.0,4.0,0.0,4.4776,6097.3881,5680.3955,208.4478
4863,POPLATEK MESICNE,76080,1997-03-18,12,6340.0,A,junior,OWNER,261,1998-12-31,10.0,3.0,33.0,112.0,70.0,101.9157,33.3333,5247.1724,3647.0881,1328.8276
4894,POPLATEK MESICNE,117024,1993-11-04,24,4876.0,A,classic,OWNER,410,1998-12-31,14.0,8.0,66.0,232.0,24.0,86.5854,123.6585,5101.7732,4696.4293,285.4244
4907,POPLATEK MESICNE,98832,1996-01-03,48,2059.0,C,None,OWNER,464,1998-12-31,0.0,63.0,0.0,143.0,199.0,0.0,2162.6056,0.0,1227.9957,802.3987
4937,POPLATEK MESICNE,143904,1994-07-23,24,5996.0,A,None,OWNER,560,1998-12-31,0.0,106.0,0.0,222.0,161.0,0.0,4656.6821,0.0,3882.8911,681.8214
4948,POPLATEK MESICNE,359760,1996-11-15,60,5996.0,C,None,OWNER,237,1998-12-31,0.0,54.0,0.0,95.0,54.0,0.0,4541.3671,0.0,3093.4599,1208.8186
